delta1,delta2,delta3,delta4
00003,00018,00000,00040
00003,00018,00000,00050
00003,00018,00000,00065
00004,00029,00001,00080
00004,00024,00001,00080
00004,00033,00001,00080
00004,00032,00001,00080
00004,00032,00001,00080
00004,00037,00001,00080
00003,00031,00001,00084
00002,00028,00001,00056
00003,00026,00002,00040
00003,00017,00001,00021
00001,00015,-0001,00018
00001,00015,-0001,00018
00001,00009,-0001,00018
00001,00012,-0001,00018
00001,00004,-0001,00018
00001,00005,-0001,00018
00000,00004,00001,-0002
00000,00004,00001,00000
00000,00004,00001,-0001
00003,00012,00001,00001
00003,00012,00001,00001
00003,00012,00001,-0001
00001,00001,00002,00003
00000,00005,00003,00002
00000,-0001,00001,00001
00000,00005,00001,00001
00001,00005,00001,00000
00000,00003,00001,00001
00001,00004,00000,00000
00005,00004,00001,-0002
00001,00005,00003,00002
00002,00000,00000,00001
00001,00001,00001,00001
00001,00003,00002,00000
00001,00005,00004,00002
-0001,00007,00002,00001
-0001,00002,00001,00002
