delta1,delta2,delta3,delta4
00001,00018,00003,00042
00001,00018,00003,00053
00001,00018,00003,00068
00001,00018,00003,00075
00004,00028,00000,00080
00004,00024,00000,00080
00004,00025,00000,00080
00004,00025,00000,00080
00004,00019,00000,00080
00003,00020,00001,00034
00003,00013,00001,00034
00001,00015,00001,00018
00002,00008,00003,00014
00002,00008,00003,00008
00002,00008,00003,00003
00002,00008,00003,00004
00002,00008,00003,00003
00002,00008,00003,00002
00004,00008,00000,00004
00003,00004,00002,00002
00001,00001,00004,00003
-0001,00005,00003,00002
00000,00000,00001,00000
00002,00006,00002,00002
-0001,00001,00004,00001
00001,00002,00000,00000
-0001,00004,00003,00003
00000,00002,00000,00000
00003,00004,-0001,-0002
00005,00003,00001,-0002
00000,00002,00003,00000
00003,00005,00002,-0002
00001,-0002,00002,-0001
00002,00004,00001,00000
00001,-0001,00000,-0001
00003,00004,00000,-0001
00000,00002,00001,00000
-0002,00002,00002,00001
00000,00003,00001,-0001
-0001,00002,00000,-0001
