delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0002,-002,-001,0000,-001,0000,-001,-002
-001,0002,0000,-001,0000,-001,-001,-001,-002
0000,-001,-002,0000,-001,-001,-001,0002,0003
0000,-001,-003,0000,-001,-001,-001,0003,0003
0000,-001,-003,0000,-001,0000,0000,0002,0000
-001,0000,-003,0000,0001,0002,0001,0002,0000
-001,0000,-003,0000,0001,0002,0000,0002,0001
-001,0000,0001,0000,0001,0002,0001,0002,0001
-001,0000,-001,0000,0001,0002,0001,0000,0003
-001,0000,-001,0000,0001,-001,0001,0000,0003
-001,0000,-001,0001,0001,-001,0002,0000,0003
0001,-001,-002,0001,0002,0002,0001,0002,0005
0001,0000,-003,0001,0002,0003,0001,0004,0005
0001,0000,-003,0002,0002,0003,0001,0006,0007
0001,0004,0001,0002,0005,0005,0006,0023,0015
0001,0004,0002,0004,0011,0006,0006,0023,0015
0001,0006,0004,0006,0023,0009,0006,0022,0012
0003,0018,0007,0006,0023,0011,0004,0015,0010
0003,0020,0007,0002,0023,0011,0000,0006,0004
0003,0020,0009,0001,0009,0011,0000,0003,0004
0000,0018,0007,0000,0005,0008,0000,0003,0002
0000,0006,0006,-001,0001,0005,0000,0000,0003
0000,0002,0004,-001,0001,0005,0000,0000,0002
0000,0002,0002,0000,0000,0001,0000,0001,0002
0000,0001,0000,0002,0001,0004,-001,0001,0000
-001,0001,0002,0000,0001,0004,-001,0001,0000
-001,0001,0001,0000,0001,0004,-001,0000,0000
-001,0001,0001,-001,0000,-001,-001,0000,0000
0000,0001,0001,-001,0000,-001,-001,0000,0000
-001,0001,0001,-001,0000,-002,0000,-001,0000
-001,0001,0001,-001,0000,-001,0000,-001,0000
-001,0001,0001,-001,0000,-001,0001,-001,0000
-002,0001,0001,-001,0000,-001,-001,0000,0000
-001,0001,0001,-001,0000,-002,-001,0000,0000
-001,0001,0001,0000,0000,-002,-001,0000,0000
0001,0000,-001,-002,0000,0001,-002,0000,0000
0001,0000,-001,-002,0000,0001,-002,0000,0001
0001,0000,-002,-002,0000,0001,-002,0001,0001
0000,-002,-001,0001,0000,0001,0001,0002,0001
0000,-002,-002,0001,0000,0001,0001,0002,0003
0000,-002,-002,-001,0000,-001,0001,0001,0001
0000,0000,-002,-002,0000,-001,-001,-001,0000
0000,0000,0000,-002,-001,-001,-001,-001,0000
0000,0000,0001,-002,-001,0000,-001,-001,0000
-002,0000,0000,0000,-001,0000,-001,-001,0000
-002,0000,-002,0000,-001,0000,0001,0000,0000
-002,0000,-002,0000,-001,0000,0001,0000,0000
0000,0001,0000,-002,-002,0001,0001,0001,0000
0000,0001,0000,-002,-002,0001,0003,0001,0000
0000,0001,-002,-002,-002,0001,0004,0001,0000
-001,-001,-003,-002,-002,0000,0004,0000,0000
-001,-001,-003,-002,0000,0000,0001,0000,0000
-001,-001,-003,-002,-001,0000,0001,0000,0001
-001,0000,-001,-001,-001,0000,0001,0001,0002
-001,0000,-001,-001,-002,0000,0000,0001,0002
