delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,-001,0000,0002,0003,0001,0002,0002
0001,0000,0001,0000,0001,0003,0000,0002,0001
0001,0000,0002,0000,0001,0004,-001,0002,0001
0001,0001,0002,0002,0000,0002,-001,0002,0001
0001,0001,0000,0002,0000,0002,0000,0002,0001
0001,0002,0000,0000,0000,0002,0002,0002,0001
0001,0000,0000,0000,-001,0002,0000,0000,0000
0001,0000,0000,0000,-001,0002,0001,0000,0002
0001,0000,0000,0000,-001,0002,0001,0000,0002
0002,0001,0001,0001,0001,0004,0002,0004,0003
0002,0001,0001,0001,0001,0004,0002,0004,0004
0002,0001,0001,0001,0001,0004,0003,0004,0008
0003,0001,0002,0002,0004,0004,0005,0009,0008
0003,0002,0002,0003,0004,0005,0006,0012,0006
0003,0002,0002,0004,0007,0007,0008,0022,0006
0007,0008,0003,0012,0018,0008,0015,0022,0008
0007,0010,0003,0014,0019,0008,0015,0018,0008
0011,0010,0004,0018,0022,0008,0011,0009,0006
0016,0015,0002,0018,0022,0007,0010,0006,0006
0016,0015,0002,0008,0010,0007,0008,0000,0004
0008,0015,0002,0004,0007,0004,0003,0000,0004
0008,0010,0001,0002,0002,0004,0002,0002,0002
0002,0003,0001,0002,0001,0004,0001,0002,0002
0002,0003,0001,0002,0001,0004,0001,0002,0002
0001,0001,0001,0002,0001,0001,0001,0001,0002
0001,0001,0001,0002,0001,0001,0001,0000,0002
0001,0001,0000,0002,0000,0001,0001,0000,0001
0000,0000,0000,-001,0000,0002,0000,0001,-001
0000,0000,-002,-001,0000,0002,0000,0001,-001
0000,0000,0001,-001,0001,0002,0000,0000,-001
0000,0001,0000,0001,0000,0000,0000,0000,0000
0000,0001,0000,0001,0000,-001,0000,0000,0000
0000,0001,0000,0001,0000,-001,0000,0000,0000
0000,0000,-001,0000,-001,0002,0000,0001,-002
-001,0000,0000,-001,-001,0002,0001,0001,0001
-001,0000,0000,-001,-001,0001,0001,0001,0001
-001,0001,0000,0000,-001,0000,0001,0001,0002
0000,0001,0000,0000,0000,0000,0000,0001,0002
0000,0001,-001,0000,0000,0001,0000,0001,0000
0002,0000,-001,0000,0000,0001,0001,0001,0000
0002,0000,-001,0000,-001,0000,0002,0001,0000
0002,0000,0000,0000,-001,0000,0002,0000,0001
0002,0000,0000,0001,0000,0003,0002,-003,0001
0002,0000,0000,0001,0000,0003,0001,-001,0001
0002,0000,0000,-001,0000,0003,0001,-001,0001
0002,0002,0002,-001,0000,0002,0001,-001,0000
0002,0002,0002,-002,0000,0002,0003,-001,0000
0001,0002,0001,0001,0001,0002,0002,-001,0001
0001,0002,0001,0000,-001,0002,0002,0001,0002
0001,0002,0001,0000,-001,0002,0002,0001,0002
0001,0002,0001,0000,-001,0002,0003,0002,0002
0001,-001,0002,0000,-001,0000,0003,0001,0002
0001,-001,0002,0000,-001,0003,0000,0001,0001
0001,-001,0000,0000,0000,0001,0000,0001,0001
-001,0000,0000,0000,0000,0003,0001,0002,0002
