delta0,delta1,delta2,delta3,delta4
0011,0009,0033,0032,0023
0011,0009,0033,0033,0023
0012,0014,0051,0038,0023
0012,0014,0052,0041,0023
0015,0014,0068,0046,0023
0014,0016,0088,0063,0028
0014,0016,0099,0066,0028
0014,0016,0110,0069,0028
0017,0023,0110,0069,0032
0017,0023,0094,0069,0032
0017,0023,0080,0065,0032
0017,0020,0079,0052,0027
0016,0016,0057,0045,0027
0014,0016,0035,0036,0027
0014,0011,0034,0035,0023
0010,0011,0021,0026,0019
0010,0011,0020,0018,0019
0010,0007,0018,0015,0013
0010,0007,0016,0015,0013
0010,0007,0011,0012,0012
0002,0005,0010,0010,0009
0002,0005,0009,0010,0009
0002,0004,0009,0008,0009
0006,0004,0001,0003,0006
0006,0004,0001,0003,0006
0005,0005,0001,0003,0006
0002,0003,-001,0001,0002
0002,0003,-001,0000,0002
0002,0003,-001,0000,0002
0001,0003,0003,-001,0001
