delta0,delta1,delta2,delta3,delta4
0013,0008,0034,0030,0022
0013,0008,0034,0030,0022
0017,0014,0040,0035,0023
0017,0014,0046,0035,0023
0019,0014,0046,0035,0023
0017,0012,0054,0044,0029
0016,0010,0054,0044,0029
0016,0010,0056,0044,0029
0015,0011,0054,0043,0027
0016,0011,0054,0043,0027
0016,0011,0054,0043,0027
0016,0012,0054,0042,0026
0015,0012,0054,0042,0026
0015,0012,0051,0041,0026
0014,0012,0051,0041,0027
0016,0012,0051,0041,0027
0016,0012,0051,0041,0027
0016,0011,0054,0039,0024
0017,0014,0056,0039,0024
0019,0014,0056,0039,0024
0019,0014,0063,0046,0028
0019,0014,0063,0046,0028
0020,0014,0063,0046,0028
0018,0015,0069,0051,0028
0018,0015,0069,0051,0028
0018,0015,0069,0051,0028
0019,0015,0068,0051,0025
0019,0015,0051,0039,0025
0018,0013,0036,0035,0025
0014,0007,0035,0033,0024
