delta0,delta1,delta2,delta3,delta4
0012,0015,0041,0036,0024
0012,0015,0045,0037,0024
0013,0017,0057,0041,0029
0013,0017,0063,0041,0029
0013,0017,0069,0049,0029
0015,0020,0086,0050,0032
0015,0020,0086,0050,0032
0015,0019,0073,0050,0032
0015,0017,0073,0047,0030
0015,0017,0066,0047,0030
0015,0016,0059,0044,0030
0016,0016,0054,0040,0033
0016,0016,0054,0040,0033
0016,0020,0053,0040,0031
0015,0020,0051,0039,0031
0015,0020,0051,0039,0031
0014,0019,0051,0039,0031
0014,0017,0059,0042,0028
0014,0017,0060,0042,0028
0014,0017,0061,0043,0028
0013,0018,0090,0052,0030
0013,0018,0090,0052,0030
0013,0018,0096,0058,0030
0015,0021,0086,0050,0034
0015,0021,0081,0050,0034
0015,0020,0050,0039,0029
0009,0011,0046,0030,0024
0009,0011,0029,0028,0024
0009,0011,0019,0018,0022
0003,0008,0019,0018,0014
