delta0,delta1,delta2,delta3,delta4
0014,0008,0034,0024,0022
0013,0008,0037,0024,0023
0014,0009,0047,0033,0022
0013,0009,0047,0034,0022
0014,0009,0053,0034,0022
0014,0008,0070,0043,0028
0016,0013,0080,0044,0028
0016,0013,0093,0046,0028
0018,0016,0111,0058,0027
0018,0016,0115,0058,0027
0018,0016,0116,0058,0027
0018,0016,0116,0060,0029
0018,0016,0117,0060,0029
0018,0016,0116,0060,0029
0017,0011,0107,0057,0028
0018,0011,0088,0052,0028
0017,0011,0066,0039,0028
0016,0014,0054,0037,0023
0016,0014,0039,0035,0021
0016,0014,0039,0035,0021
0016,0014,0036,0030,0020
0013,0005,0034,0026,0016
0013,0005,0031,0019,0016
0011,0002,0026,0016,0012
0011,0002,0023,0012,0012
0008,0002,0019,0012,0010
0006,0004,0013,0007,0007
0006,0004,0009,0004,0001
0006,0004,0009,0004,0001
0004,0000,0009,0003,0003
