delta0,delta1,delta2,delta3,delta4
0009,0012,0031,0029,0022
0009,0013,0036,0032,0025
0010,0005,0049,0033,0025
0010,0005,0049,0033,0025
0010,0005,0050,0034,0025
0011,0015,0067,0039,0024
0011,0015,0069,0039,0024
0011,0016,0069,0045,0024
0009,0016,0100,0045,0027
0009,0017,0100,0045,0027
0009,0017,0103,0048,0027
0017,0017,0108,0046,0027
0017,0017,0108,0046,0027
0017,0017,0108,0046,0027
0017,0017,0112,0049,0024
0010,0014,0112,0049,0024
0010,0014,0102,0049,0024
0009,0013,0096,0049,0025
0009,0013,0096,0049,0025
0009,0013,0077,0044,0025
0012,0015,0075,0039,0025
0012,0015,0059,0039,0025
0012,0015,0047,0032,0022
0012,0015,0040,0031,0017
0012,0015,0036,0031,0017
0012,0005,0030,0018,0013
0002,0004,0023,0012,0011
0002,0004,0023,0012,0011
0002,0004,0014,0009,0009
-004,0002,0007,0009,0003
