delta0,delta1,delta2,delta3,delta4
0018,0013,0047,0034,0025
0018,0013,0049,0035,0025
0019,0013,0068,0044,0030
0019,0013,0077,0051,0030
0019,0013,0091,0053,0030
0017,0016,0111,0070,0028
0017,0016,0127,0075,0028
0017,0016,0128,0077,0028
0017,0016,0127,0077,0035
0017,0016,0122,0077,0035
0020,0015,0115,0070,0035
0020,0014,0097,0062,0027
0018,0012,0070,0046,0027
0017,0012,0056,0039,0027
0017,0012,0049,0034,0026
0017,0012,0041,0033,0026
0017,0012,0041,0029,0025
0017,0012,0036,0027,0022
0015,0007,0029,0018,0018
0013,0007,0029,0015,0018
0011,0004,0024,0014,0013
0011,0004,0017,0012,0009
0011,0004,0017,0012,0009
0007,0001,0014,0009,0009
0007,0001,0014,0009,0006
0007,0001,0014,0009,0006
0006,0001,0015,0005,0005
0006,0001,0015,0005,0005
0006,0001,0015,0005,0005
0006,0001,0010,0003,0005
