delta0,delta1,delta2,delta3,delta4
0011,0011,0037,0034,0022
0014,0016,0038,0034,0022
0010,0014,0054,0045,0030
0010,0014,0059,0045,0030
0010,0014,0059,0046,0031
0013,0020,0075,0053,0029
0013,0020,0078,0053,0029
0013,0019,0083,0053,0029
0012,0017,0092,0058,0030
0012,0017,0092,0058,0030
0012,0017,0086,0058,0030
0011,0014,0078,0059,0029
0010,0013,0077,0058,0028
0010,0013,0061,0047,0028
0013,0018,0055,0039,0025
0013,0018,0046,0039,0025
0008,0009,0025,0022,0025
0005,0009,0022,0020,0019
0005,0009,0022,0020,0019
0005,0007,0017,0018,0016
0002,0006,0010,0007,0009
0002,0006,0010,0007,0009
0002,0005,0009,0007,0009
0005,0005,0000,0003,0007
0005,0005,0000,0003,0007
0004,0005,0000,0003,0007
-002,0003,0005,0005,0007
-002,0003,0005,0005,0007
-002,0003,0005,0005,0007
0003,0005,0001,0003,0007
