delta0,delta1,delta2,delta3,delta4
0009,0012,0033,0030,0020
0009,0012,0037,0030,0020
0011,0015,0051,0038,0029
0011,0015,0053,0038,0029
0011,0015,0057,0041,0029
0014,0020,0066,0043,0026
0014,0020,0066,0043,0026
0014,0018,0055,0042,0026
0014,0018,0052,0035,0023
0014,0018,0045,0035,0023
0013,0017,0037,0035,0023
0012,0014,0029,0027,0021
0012,0014,0028,0027,0021
0011,0014,0028,0027,0021
0008,0011,0027,0026,0022
0008,0011,0027,0026,0022
0008,0011,0027,0026,0022
0009,0011,0027,0026,0019
0009,0011,0027,0026,0019
0009,0010,0023,0026,0019
0006,0010,0020,0015,0017
0006,0010,0018,0015,0017
0006,0010,0016,0010,0014
0003,0008,0010,0005,0009
0003,0008,0010,0005,0009
0003,0006,0010,0005,0009
0004,0006,0003,0003,0005
0004,0006,0003,0003,0005
0002,0006,0003,0003,0005
-001,0005,0006,0003,0008
