delta0,delta1,delta2,delta3,delta4
0013,0017,0032,0032,0029
0013,0014,0035,0032,0029
0014,0014,0041,0043,0029
0014,0014,0050,0043,0029
0014,0018,0054,0047,0032
0015,0019,0082,0068,0033
0015,0019,0105,0080,0033
0007,0010,0134,0081,0033
0007,0010,0176,0107,0039
0007,0010,0198,0122,0039
0007,0010,0229,0129,0041
0016,0018,0229,0129,0039
0016,0018,0185,0114,0039
0016,0018,0106,0068,0032
0014,0018,0072,0059,0032
0014,0018,0053,0044,0032
0014,0018,0042,0039,0028
0014,0018,0039,0034,0025
0014,0018,0037,0034,0025
0011,0010,0030,0025,0021
0010,0008,0029,0019,0018
0010,0008,0024,0019,0018
0007,0006,0023,0014,0015
0004,0006,0018,0010,0011
0004,0006,0018,0010,0011
0004,0006,0016,0010,0011
0006,0008,0011,0006,0013
0006,0008,0011,0006,0013
0006,0006,0011,0006,0013
0007,0006,0009,0007,0009
