delta0,delta1,delta2,delta3,delta4
0014,0013,0034,0036,0026
0014,0013,0034,0036,0026
0014,0017,0038,0036,0029
0017,0017,0044,0037,0029
0017,0017,0047,0037,0029
0017,0020,0049,0038,0029
0016,0020,0065,0055,0036
0016,0020,0079,0055,0036
0016,0019,0080,0061,0036
0018,0019,0098,0067,0035
0018,0019,0098,0067,0035
0018,0018,0080,0061,0033
0019,0018,0079,0053,0033
0019,0018,0068,0053,0033
0016,0022,0053,0040,0031
0013,0017,0048,0040,0031
0013,0017,0043,0040,0031
0013,0012,0026,0026,0028
0015,0012,0026,0022,0024
0015,0012,0026,0022,0024
0007,0009,0021,0015,0016
0007,0009,0018,0015,0016
0007,0009,0018,0015,0016
0007,0009,0016,0012,0014
0007,0009,0013,0011,0014
0007,0009,0013,0011,0014
0004,0009,0011,0007,0011
0004,0009,0010,0007,0011
0004,0009,0010,0007,0011
0006,0008,0010,0008,0014
