delta0,delta1,delta2,delta3,delta4
0012,0017,0035,0035,0024
0012,0017,0035,0035,0024
0014,0017,0040,0035,0028
0014,0018,0047,0046,0028
0014,0018,0057,0046,0028
0015,0019,0058,0046,0031
0015,0020,0083,0056,0035
0015,0020,0100,0056,0035
0006,0005,0106,0069,0035
0006,0005,0125,0078,0037
0006,0005,0125,0078,0037
0006,0005,0125,0076,0035
0015,0016,0117,0069,0035
0015,0016,0098,0069,0035
0013,0019,0062,0040,0030
0013,0019,0052,0038,0029
0013,0019,0050,0038,0029
0013,0019,0037,0030,0024
0013,0019,0031,0029,0024
0011,0014,0031,0029,0024
0009,0007,0024,0016,0015
0009,0006,0021,0013,0012
0009,0006,0021,0013,0012
0007,0006,0014,0012,0010
0005,0007,0014,0005,0010
0005,0007,0014,0005,0010
0005,0007,0010,0005,0012
0005,0007,0006,0007,0013
0005,0007,0006,0007,0013
0006,0007,0006,0007,0013
