delta0,delta1,delta2,delta3,delta4
0014,0015,0038,0032,0026
0014,0016,0040,0036,0030
0016,0019,0041,0041,0031
0016,0019,0048,0044,0031
0015,0019,0053,0049,0032
0015,0020,0065,0066,0036
0015,0020,0086,0071,0036
0017,0023,0095,0078,0036
0017,0024,0133,0094,0036
0018,0024,0138,0094,0036
0018,0024,0149,0093,0038
0018,0024,0152,0093,0038
0018,0024,0152,0093,0038
0018,0018,0141,0085,0030
0022,0018,0137,0077,0030
0022,0018,0112,0077,0030
0015,0017,0088,0052,0033
0015,0014,0075,0052,0028
0015,0014,0059,0044,0028
0015,0014,0048,0036,0028
0015,0014,0043,0033,0028
0015,0014,0043,0033,0028
0012,0009,0032,0025,0018
0012,0009,0028,0021,0017
0012,0009,0028,0021,0017
0007,0009,0022,0015,0013
0006,0009,0022,0014,0013
0006,0009,0022,0014,0013
0006,0008,0015,0009,0016
0006,0007,0014,0009,0010
