delta0,delta1,delta2,delta3,delta4
0012,0011,0037,0032,0024
0012,0011,0037,0032,0024
0011,0016,0068,0046,0032
0011,0016,0068,0046,0032
0011,0016,0068,0046,0032
0010,0016,0076,0056,0032
0010,0016,0076,0056,0032
0010,0016,0066,0056,0032
0014,0010,0036,0035,0028
0014,0010,0036,0035,0028
0013,0010,0032,0029,0028
0006,0008,0016,0014,0017
0006,0008,0016,0014,0017
0006,0008,0016,0014,0017
0000,0005,0010,0011,0009
0000,0005,0010,0011,0009
0000,0005,0010,0011,0009
0000,0006,0011,0007,0010
0000,0006,0011,0007,0010
0000,0006,0011,0007,0010
0000,0004,0009,0002,0009
0000,0004,0009,0002,0009
0000,0004,0009,0002,0009
0005,0003,0003,0008,0009
0005,0003,0003,0008,0009
0005,0003,0003,0008,0009
0003,0001,0003,0006,0008
0003,0001,0003,0006,0008
0003,0001,0003,0006,0008
-001,-003,0004,0001,0009
