delta0,delta1,delta2,delta3,delta4
0012,0009,0041,0033,0022
0011,0008,0040,0032,0021
0011,0008,0043,0040,0023
0012,0009,0056,0043,0024
0012,0009,0056,0043,0024
0012,0009,0062,0047,0024
0012,0009,0064,0049,0023
0012,0009,0064,0049,0023
0012,0009,0067,0051,0023
0010,0008,0078,0061,0025
0010,0008,0078,0061,0025
0010,0008,0078,0063,0025
0013,0007,0090,0063,0026
0013,0007,0090,0063,0026
0013,0007,0092,0067,0026
0014,0012,0096,0067,0034
0014,0012,0096,0067,0034
0014,0012,0082,0060,0029
0013,0012,0065,0057,0024
0013,0012,0065,0057,0024
0013,0012,0037,0035,0024
0011,0003,0027,0032,0019
0011,0003,0027,0032,0019
0011,0003,0018,0015,0014
0005,0001,0014,0014,0011
0005,0001,0014,0014,0011
0005,0001,0013,0011,0006
0000,0000,0005,0001,0006
0000,0000,0005,0001,0006
0000,0000,0003,0001,0004
