delta0,delta1,delta2,delta3,delta4
0013,0013,0050,0041,0026
0013,0013,0050,0041,0026
0013,0010,0087,0056,0027
0013,0010,0090,0056,0027
0013,0010,0093,0056,0027
0014,0015,0152,0083,0030
0014,0015,0152,0083,0030
0014,0015,0142,0083,0030
0014,0015,0125,0074,0031
0014,0015,0125,0074,0031
0014,0015,0085,0060,0031
0012,0009,0084,0041,0025
0012,0009,0055,0041,0025
-014,-016,0040,0038,0025
-014,-016,0031,0029,0018
-014,-016,0036,0029,0025
-014,-016,0036,0028,0024
0005,0009,0036,0024,0024
0009,0010,0029,0014,0016
0009,0010,0025,0014,0016
0009,0010,0024,0014,0016
0005,0012,0019,0015,0015
0005,0012,0019,0013,0013
0005,0012,0019,0013,0013
0005,0008,0019,0008,0010
0005,0008,0017,0008,0010
0005,0008,0017,0008,0010
0006,0011,0014,0009,0015
0006,0006,0014,0006,0013
0006,0006,0014,0006,0013
