delta0,delta1,delta2,delta3,delta4
0012,0015,0053,0039,0022
0012,0015,0060,0039,0025
0012,0016,0071,0045,0025
0015,0014,0111,0063,0029
0015,0014,0146,0071,0029
0015,0014,0161,0073,0029
0015,0014,0188,0093,0034
0015,0014,0195,0093,0034
0015,0014,0195,0091,0034
0015,0015,0130,0081,0034
0015,0015,0075,0057,0034
0014,0006,0042,0041,0026
0014,0006,0039,0036,0024
0014,0006,0036,0032,0024
0014,0006,0029,0024,0017
0014,0006,0024,0020,0011
0006,0005,0024,0015,0010
0006,0005,0017,0015,0009
0006,-001,0017,0008,0006
0006,-001,0017,0008,0006
0002,-001,0013,0008,0006
0001,0003,0006,0002,0003
0001,0003,0006,0002,0003
0001,0002,0005,0002,0003
-003,0001,0005,0002,0005
-003,0001,0005,0002,0005
-003,0001,0004,0001,0003
-003,0000,0000,-001,-002
-003,0000,0000,-001,-002
-003,0000,0000,-001,-002
