delta0,delta1,delta2,delta3,delta4
0007,0009,0033,0035,0023
0007,0009,0033,0035,0023
0007,0011,0033,0035,0023
0010,0012,0046,0040,0026
0010,0012,0046,0040,0026
0010,0012,0046,0047,0026
0010,0012,0057,0047,0027
0010,0012,0057,0047,0027
0010,0016,0060,0052,0027
0013,0014,0089,0056,0030
0013,0014,0100,0056,0030
0005,0003,0107,0065,0030
0005,0003,0120,0060,0030
0005,0003,0120,0060,0030
0005,0003,0120,0060,0030
0010,0013,0117,0052,0025
0010,0013,0092,0052,0025
0010,0013,0054,0040,0025
0014,0013,0052,0032,0019
0014,0013,0038,0032,0019
0014,0013,0035,0032,0019
0014,0013,0034,0019,0017
0009,0002,0034,0019,0017
0009,0002,0024,0018,0017
0000,0002,0017,0016,0008
0000,0002,0017,0016,0008
0000,0002,0017,0007,0008
-003,0002,0009,0007,0007
-003,0002,0009,0007,0007
-003,0002,0006,0004,0007
