delta0,delta1,delta2,delta3,delta4
0014,0017,0034,0030,0028
0014,0017,0034,0031,0028
0015,0016,0040,0037,0032
0015,0016,0043,0037,0032
0015,0016,0043,0037,0032
0014,0021,0045,0042,0032
0013,0022,0051,0044,0035
0013,0022,0055,0044,0035
0016,0022,0059,0048,0035
0016,0021,0072,0056,0037
0016,0021,0087,0056,0037
0015,0021,0091,0065,0033
0015,0021,0108,0071,0033
0018,0024,0108,0071,0033
0018,0024,0105,0075,0036
0018,0024,0105,0076,0036
0018,0024,0103,0076,0036
0017,0018,0096,0062,0030
0015,0018,0089,0059,0030
0015,0018,0072,0050,0030
0011,0009,0054,0042,0031
0011,0009,0051,0036,0026
0011,0009,0045,0036,0026
0011,0009,0035,0031,0026
0011,0014,0035,0026,0026
0011,0014,0035,0026,0026
0007,0011,0024,0016,0019
0007,0009,0024,0012,0017
0007,0009,0024,0012,0017
0004,0009,0017,0012,0016
