delta0,delta1,delta2,delta3,delta4
0013,0010,0039,0036,0027
0013,0010,0044,0038,0027
0014,0015,0057,0051,0029
0014,0015,0066,0051,0029
0014,0015,0067,0051,0029
0014,0017,0100,0073,0036
0014,0017,0143,0081,0036
0014,0017,0157,0088,0036
0014,0017,0213,0110,0041
0014,0017,0262,0118,0041
0014,0017,0262,0118,0045
0015,0015,0178,0101,0033
0015,0015,0100,0066,0033
0014,0015,0053,0038,0032
0014,0019,0047,0032,0029
0014,0019,0041,0032,0029
0014,0019,0034,0027,0024
0014,0019,0031,0022,0017
0007,0012,0031,0022,0017
0007,0010,0021,0016,0017
0009,0009,0018,0011,0008
0009,0009,0018,0011,0008
0004,0009,0013,0011,0008
0004,0008,0013,0007,0005
0004,0008,0013,0007,0005
0004,0007,0013,0007,0005
0002,0005,0014,0007,0008
0002,0005,0014,0007,0008
0002,0005,0010,0007,0008
0000,0005,0010,0005,0009
