delta0,delta1,delta2,delta3,delta4
0012,0016,0034,0031,0022
0012,0015,0039,0032,0022
0014,0015,0056,0043,0023
0014,0015,0060,0043,0023
0014,0016,0077,0045,0023
0011,0013,0112,0071,0024
0010,0013,0128,0072,0024
0010,0013,0134,0078,0024
0010,0013,0138,0082,0024
0010,0013,0138,0082,0024
0010,0013,0125,0076,0024
0010,0011,0093,0070,0026
0012,0011,0066,0050,0026
0012,0010,0045,0038,0026
0012,0010,0039,0032,0018
0012,0010,0032,0029,0017
0012,0010,0030,0024,0017
0012,0010,0030,0023,0014
0011,0007,0021,0015,0009
0010,0005,0021,0015,0009
0006,0005,0013,0011,0005
0006,0005,0013,0004,0005
0006,0005,0013,0004,0005
0002,0003,0009,0002,0004
-001,0003,0003,0002,0004
-001,0003,0003,0002,0004
0003,0003,0006,0005,0006
0003,0003,0006,0005,0006
0003,0003,0006,0005,0006
0002,0003,0003,0001,0002
