delta0,delta1,delta2,delta3,delta4
0014,0008,0032,0022,0019
0016,0008,0032,0022,0019
0015,0008,0048,0038,0022
0015,0008,0048,0038,0022
0015,0008,0048,0038,0022
0013,0006,0076,0061,0025
0013,0006,0091,0061,0025
0013,0006,0093,0061,0025
0018,0014,0148,0099,0026
0020,0014,0150,0099,0026
0020,0014,0172,0108,0026
0020,0014,0161,0110,0027
0020,0014,0161,0110,0027
0020,0012,0099,0077,0026
0015,0010,0091,0053,0021
0015,0010,0063,0047,0021
-007,-014,0044,0040,0021
-007,-014,0040,0032,0015
-007,-014,0040,0034,0023
-007,-014,0039,0032,0017
0012,-003,0035,0024,0017
0014,0008,0030,0017,0015
0012,0008,0027,0014,0014
0011,0008,0021,0014,0014
0011,0007,0021,0014,0014
0010,0003,0018,0009,0007
0004,0003,0018,0009,0007
0004,0003,0018,0009,0007
0005,0000,0011,0004,0006
0006,0000,0011,0004,0006
