delta0,delta1,delta2,delta3,delta4
0014,0020,0031,0032,0029
0014,0020,0031,0032,0029
0014,0021,0036,0035,0031
0014,0020,0040,0038,0035
0014,0020,0042,0039,0035
0016,0020,0045,0039,0033
0014,0020,0058,0046,0033
0015,0020,0069,0052,0033
0015,0021,0074,0052,0035
0020,0021,0093,0061,0036
0020,0021,0093,0061,0036
0017,0023,0091,0059,0036
0017,0023,0081,0050,0034
0017,0023,0070,0050,0034
0015,0021,0044,0039,0034
0015,0021,0039,0038,0030
0013,0021,0036,0034,0030
0010,0012,0025,0022,0024
0010,0012,0025,0020,0024
0010,0012,0025,0020,0024
0009,0015,0019,0020,0020
0009,0015,0017,0016,0019
0009,0015,0017,0016,0019
0009,0011,0017,0013,0016
0009,0011,0018,0013,0016
0009,0011,0018,0013,0016
0009,0011,0012,0010,0013
0009,0011,0012,0010,0013
0009,0011,0012,0010,0013
0005,0009,0014,0010,0013
