delta0,delta1,delta2,delta3,delta4
0015,0010,0031,0027,0015
0015,0010,0031,0027,0015
0015,0008,0035,0030,0019
0012,0008,0036,0030,0019
0012,0008,0038,0030,0019
0014,0012,0049,0032,0026
0014,0012,0053,0034,0026
0016,0012,0057,0036,0026
0014,0009,0079,0047,0025
0015,0009,0088,0047,0030
0015,0009,0097,0049,0030
0016,0011,0121,0055,0030
0016,0011,0136,0055,0028
0016,0011,0145,0059,0028
0016,0011,0155,0063,0029
0016,0011,0162,0063,0029
0016,0012,0162,0063,0029
0019,0013,0156,0064,0032
0019,0013,0110,0064,0032
0019,0013,0075,0049,0032
0019,0021,0061,0047,0030
0019,0021,0056,0046,0030
0019,0021,0046,0041,0030
0019,0021,0043,0031,0020
0016,0010,0033,0025,0018
0015,0010,0030,0022,0018
0014,0005,0029,0020,0015
0012,0005,0023,0011,0008
0012,0005,0023,0011,0008
0009,0001,0015,0010,0009
