delta0,delta1,delta2,delta3,delta4
0013,0010,0031,0029,0021
0013,0010,0031,0030,0021
0014,0011,0043,0036,0025
0017,0011,0044,0036,0025
0017,0011,0049,0036,0025
0017,0013,0065,0048,0031
0015,0013,0077,0052,0031
0015,0013,0087,0052,0031
0016,0013,0102,0064,0029
0016,0013,0102,0064,0029
0016,0013,0096,0064,0029
0016,0013,0091,0058,0027
0016,0013,0086,0058,0027
0018,0015,0070,0047,0027
0014,0011,0062,0045,0023
0015,0011,0040,0036,0023
0013,0011,0032,0028,0023
0012,0007,0032,0025,0019
0010,0005,0025,0021,0019
0010,0005,0023,0018,0019
0009,0007,0020,0016,0011
0009,0007,0011,0010,0011
0009,0007,0011,0010,0011
0006,0001,0011,0006,0008
0003,0001,0011,0006,0008
0003,0001,0011,0006,0008
0005,0003,0002,0004,0006
0005,0003,0003,0002,0003
0005,0003,0003,0002,0003
0005,0000,0007,0005,0007
