delta0,delta1,delta2,delta3,delta4
0015,0016,0039,0037,0030
0015,0016,0039,0037,0030
0017,0018,0040,0037,0030
0017,0019,0060,0049,0035
0017,0019,0071,0049,0035
0017,0018,0079,0060,0038
0017,0018,0120,0085,0038
0019,0023,0160,0085,0038
0019,0023,0160,0096,0038
0019,0023,0160,0095,0038
0019,0023,0147,0095,0038
0015,0020,0113,0067,0033
0015,0020,0087,0060,0033
0015,0020,0065,0051,0033
0001,0007,0043,0038,0030
0001,0007,0037,0035,0026
0001,0007,0037,0035,0026
0001,0007,0031,0025,0021
0009,0010,0029,0020,0018
0009,0010,0029,0020,0018
0009,0010,0020,0017,0016
0007,0010,0020,0013,0014
0007,0010,0020,0013,0014
0007,0008,0014,0013,0013
0007,0008,0014,0008,0012
0007,0008,0014,0008,0012
0004,0007,0017,0008,0011
0004,0007,0015,0008,0011
0004,0007,0015,0008,0011
0002,0006,0015,0008,0012
