delta0,delta1,delta2,delta3,delta4
0005,0005,0031,0029,0019
0005,0005,0034,0032,0019
0010,0012,0049,0034,0023
0010,0012,0049,0034,0023
0010,0012,0053,0039,0023
0014,0014,0081,0047,0029
0014,0014,0081,0047,0029
0014,0015,0086,0050,0027
0012,0014,0079,0056,0026
0012,0014,0079,0056,0026
0012,0014,0057,0042,0023
0011,0014,0041,0032,0023
0011,0014,0037,0032,0023
0011,0009,0027,0023,0019
0008,0006,0021,0018,0013
0008,0006,0021,0018,0013
0008,0006,0017,0016,0013
0001,0005,0015,0010,0013
0001,0005,0015,0010,0013
0001,0002,0009,0006,0007
0001,0001,0003,0003,0007
0001,0001,0003,0003,0007
0001,0001,0003,0001,0008
-002,0001,0001,0001,0004
-002,0001,0001,0001,0004
-002,0001,0001,0001,0004
0000,0001,0002,0000,0006
0000,0001,0002,0000,0006
0000,0001,0002,0000,0006
-001,0001,0002,0001,0005
