delta0,delta1,delta2,delta3,delta4
0010,0012,0034,0031,0025
0010,0012,0034,0031,0025
0010,0012,0034,0031,0025
0006,0011,0042,0033,0024
0006,0011,0042,0033,0024
0006,0011,0042,0033,0024
0011,0011,0061,0039,0023
0011,0011,0066,0039,0023
0011,0011,0067,0042,0023
0011,0014,0092,0049,0028
0011,0014,0094,0049,0028
0011,0014,0099,0049,0028
0010,0012,0125,0057,0029
0010,0012,0125,0057,0029
0010,0012,0125,0065,0031
0010,0012,0120,0061,0025
0010,0012,0115,0061,0025
0010,0012,0094,0049,0025
0012,0013,0093,0042,0026
0012,0013,0073,0042,0026
0000,-002,0054,0037,0026
0000,-002,0039,0034,0023
0000,-002,0035,0034,0023
0000,-002,0035,0028,0017
0000,0004,0026,0017,0010
-002,0004,0023,0017,0010
-002,0002,0022,0014,0005
-003,0001,0015,0008,0005
-003,0001,0015,0008,0005
-003,0000,0014,0008,0004
