delta0,delta1,delta2,delta3,delta4
0011,0014,0032,0032,0025
0011,0017,0033,0033,0025
0010,0017,0045,0043,0030
0010,0017,0047,0043,0030
0010,0018,0052,0049,0030
0012,0015,0065,0060,0036
0012,0015,0074,0060,0036
0012,0015,0076,0070,0034
0014,0016,0100,0071,0030
0014,0016,0100,0071,0030
0014,0016,0099,0071,0030
0016,0018,0092,0059,0031
0016,0018,0080,0059,0031
0015,0013,0052,0040,0031
0008,0013,0051,0036,0029
0007,0012,0039,0035,0028
0007,0010,0027,0027,0027
0009,0010,0019,0019,0015
0009,0010,0019,0019,0015
0008,0004,0019,0014,0015
-001,0004,0011,0014,0012
-001,0004,0011,0014,0012
-001,0006,0011,0011,0010
-005,0003,0004,0003,0008
-005,0003,0004,0003,0008
-005,0003,0004,0003,0008
-005,0003,0006,0003,0009
-005,0003,0006,0003,0009
-005,0003,0005,0004,0009
-004,0003,0002,0001,0008
