delta0,delta1,delta2,delta3,delta4
0009,0009,0042,0035,0024
0009,0009,0042,0035,0024
0014,0010,0068,0050,0029
0014,0010,0068,0050,0029
0014,0010,0070,0050,0029
0013,0014,0077,0048,0028
0013,0014,0077,0048,0028
0013,0014,0069,0048,0028
0017,0013,0049,0038,0028
0017,0013,0045,0038,0028
0017,0013,0037,0037,0028
0010,0009,0025,0021,0017
0010,0009,0025,0021,0017
0010,0009,0025,0021,0017
0007,0005,0011,0010,0012
0007,0005,0011,0010,0012
0007,0005,0011,0010,0012
0003,0001,0007,0006,0011
0003,0001,0007,0006,0011
0003,0001,0007,0006,0011
0001,0008,0011,0003,0004
0001,0008,0011,0003,0004
0001,0008,0011,0003,0004
-001,0005,0008,0003,0004
-001,0005,0008,0003,0004
-001,0005,0008,0003,0004
0002,0004,0004,0000,0004
0002,0004,0004,0000,0004
0002,0004,0004,0000,0004
-001,0000,0002,-001,0003
