delta0,delta1,delta2,delta3,delta4
0013,0018,0036,0034,0029
0013,0018,0036,0034,0029
0017,0020,0044,0037,0033
0017,0020,0044,0039,0033
0017,0020,0054,0040,0033
0016,0020,0059,0049,0034
0016,0022,0067,0053,0034
0016,0022,0071,0055,0034
0017,0020,0078,0059,0033
0017,0020,0081,0059,0033
0017,0020,0081,0059,0033
0017,0023,0071,0051,0033
0018,0023,0070,0051,0033
0018,0023,0066,0051,0033
0015,0016,0043,0037,0032
0014,0016,0042,0035,0030
0014,0016,0037,0031,0030
0012,0009,0024,0025,0025
0012,0009,0024,0022,0025
0012,0009,0024,0022,0025
0014,0010,0019,0015,0015
0009,0010,0019,0015,0015
0009,0010,0019,0015,0015
0009,0008,0012,0014,0017
0009,0008,0012,0009,0016
0009,0008,0010,0009,0016
0003,0010,0009,0007,0014
0003,0010,0009,0007,0014
0003,0010,0009,0007,0014
0006,0009,0013,0011,0007
