delta0,delta1,delta2,delta3,delta4
0013,0012,0038,0034,0026
0013,0012,0038,0034,0026
0011,0017,0056,0039,0028
0011,0017,0056,0039,0028
0011,0017,0056,0039,0028
0012,0012,0052,0039,0024
0012,0012,0052,0039,0024
0012,0012,0052,0039,0024
0014,0013,0034,0032,0025
0014,0013,0034,0032,0025
0014,0013,0034,0032,0025
0005,0012,0020,0017,0019
0005,0012,0020,0017,0019
0005,0012,0020,0017,0019
0003,0008,0013,0010,0012
0003,0008,0013,0010,0012
0003,0008,0013,0010,0012
0004,0003,0011,0011,0013
0004,0003,0011,0011,0013
0004,0003,0011,0011,0013
0002,0007,0012,0002,0007
0002,0007,0012,0002,0007
0002,0007,0012,0002,0007
-001,0005,0009,0002,0008
-001,0005,0009,0002,0008
-001,0005,0009,0002,0008
0001,0003,0004,-002,0008
0001,0003,0004,-002,0008
0001,0003,0004,-002,0008
-001,0005,0008,0005,0005
