time,delta0,delta1,delta2,delta3,delta4
0,0012,0010,0026,0032,0021,
1,0025,0018,0044,0055,0044,
2,0029,0029,0046,0069,0062,
3,0049,0036,0066,0097,0083,
4,0049,0038,0075,0114,0099,
5,0040,0038,0080,0127,0112,
6,0040,0038,0080,0127,0112,
7,0040,0038,0080,0127,0112,
8,0040,0038,0060,0102,0069,
9,0022,0021,0050,0081,0049,
10,0019,0017,0035,0048,0040,
11,-006,-012,0009,0007,0000,
12,-006,-012,0009,0007,0000,
13,-006,-012,0009,0007,0000,
14,-006,-012,-004,0000,-011,
15,0002,-002,-004,0000,-011,
16,0002,-002,-004,0000,-011,
17,-005,-004,0001,0001,-013,
18,-005,-004,0001,0001,-013,
19,-005,-004,0001,0001,-013,
20,0002,0000,-008,-004,-013,
21,0002,0000,-008,-004,-013,
22,0002,0000,-008,-004,-013,
23,-002,-007,-005,-005,-009,
24,-002,-007,-005,-005,-009,
25,-002,-007,-005,-005,-009,
26,-003,-002,-005,-003,-007,
27,-003,-002,-005,-003,-007,
28,-003,-002,-005,-003,-007,
29,-002,-003,-006,-004,-012,
