time,delta0,delta1,delta2,delta3,delta4
0,0013,0008,0022,0028,0038,
1,0016,0008,0023,0032,0039,
2,0036,0028,0046,0075,0072,
3,0042,0031,0056,0081,0072,
4,0048,0031,0056,0087,0083,
5,0042,0031,0056,0081,0069,
6,0034,0031,0047,0079,0069,
7,0018,0019,0037,0048,0048,
8,0014,0011,0035,0046,0045,
9,0011,0008,0019,0029,0032,
10,0005,0004,0013,0014,0020,
11,0003,0000,0008,0005,0013,
12,0003,0000,0008,0005,0013,
13,0003,0000,0005,0003,0013,
14,0003,0001,0002,0003,0012,
15,0003,0001,0002,0003,0012,
16,0003,0001,0002,0005,0012,
17,0003,-004,0004,-001,0010,
18,0003,-004,0004,-001,0010,
19,0003,-004,0004,-001,0010,
20,0001,0002,0003,0002,0007,
21,0001,0002,0003,0002,0007,
22,0001,0002,0003,0002,0007,
23,0003,-002,-002,0002,0009,
24,0003,-002,-002,0002,0009,
25,0001,-002,-002,0002,0009,
26,0000,-001,-001,-001,0009,
27,0000,-001,-001,-001,0009,
28,0000,-001,-001,-001,0009,
29,0002,0000,-001,0004,0008,
