time,delta0,delta1,delta2,delta3,delta4
0,0011,0012,0023,0027,0028,
1,0011,0012,0023,0027,0028,
2,0032,0027,0045,0064,0059,
3,0037,0029,0047,0071,0059,
4,0043,0029,0058,0072,0059,
5,0052,0055,0071,0106,0092,
6,0052,0055,0071,0106,0092,
7,0052,0055,0071,0106,0092,
8,0052,0055,0057,0091,0064,
9,0052,0055,0056,0086,0063,
10,0031,0031,0049,0061,0060,
11,0012,0014,0034,0050,0037,
12,0008,0009,0014,0018,0019,
13,0008,0009,0014,0018,0019,
14,0001,0006,0009,0009,0002,
15,0001,0006,0009,0009,0002,
16,0001,0006,0009,0009,0002,
17,0003,0003,0004,0003,0004,
18,0003,0003,0004,0003,0004,
19,0003,0003,0004,0003,0004,
20,0004,0002,0001,0000,0004,
21,0004,0002,0001,0000,0004,
22,0004,0002,0001,0000,0004,
23,0003,0000,-002,0002,0001,
24,0003,0000,-002,0002,0001,
25,0003,0000,-002,0002,0001,
26,-002,0004,-001,0000,0001,
27,-002,0004,-001,0000,0001,
28,-002,0004,-001,0000,0001,
29,-001,0003,0002,0004,0000,
