time,delta0,delta1,delta2,delta3,delta4
0,0017,0014,0029,0038,0049,
1,0026,0014,0035,0053,0057,
2,0056,0042,0068,0106,0101,
3,0065,0056,0082,0115,0108,
4,0065,0056,0082,0118,0117,
5,0065,0056,0085,0123,0116,
6,0065,0056,0085,0123,0116,
7,0045,0035,0076,0104,0090,
8,0044,0030,0059,0092,0082,
9,0023,0013,0044,0058,0057,
10,0012,0004,0030,0036,0038,
11,0012,0004,0021,0033,0030,
12,0012,0004,0019,0027,0026,
13,0012,0004,0014,0017,0016,
14,0009,0000,0009,0007,0011,
15,0006,-005,0009,0005,0011,
16,0002,-005,0005,0003,0009,
17,-004,0000,0004,0000,0007,
18,-002,0000,0004,0000,0007,
19,-002,0000,-001,0000,0007,
20,-002,0000,-001,-002,0005,
21,-001,0000,-001,-002,0005,
22,0002,-003,-001,-002,0005,
23,0002,-003,0002,0000,0006,
24,-001,-003,0002,0000,0006,
25,-001,0000,0001,0000,0006,
26,-004,-004,0001,-002,0007,
27,-001,-004,0001,-002,0007,
28,0000,-004,0000,-002,0008,
29,0000,-004,0000,-001,0008,
