time,delta0,delta1,delta2,delta3,delta4
0,0016,0018,0025,0035,0032,
1,0016,0018,0025,0035,0032,
2,0026,0022,0043,0061,0047,
3,0026,0022,0043,0061,0047,
4,0026,0022,0043,0061,0047,
5,0024,0027,0041,0057,0047,
6,0024,0027,0041,0057,0047,
7,0021,0027,0033,0041,0043,
8,0008,0007,0027,0040,0018,
9,0004,0006,0015,0014,0010,
10,0004,0006,0015,0014,0010,
11,0000,0004,-001,0004,0003,
12,0000,0004,-001,0004,0003,
13,0000,0003,0000,0003,0002,
14,0001,0004,0000,0000,0001,
15,0001,0004,0000,0000,0001,
16,0001,0004,0000,0000,0001,
17,0001,0004,0000,0000,-003,
18,0001,0004,0000,0000,-003,
19,0001,0004,0000,0000,-003,
20,0001,0004,0005,0002,0000,
21,0001,0004,0005,0002,0000,
22,0001,0004,0005,0002,0000,
23,0008,-002,0003,0000,-001,
24,0008,-002,0003,0000,-001,
25,0008,-002,0003,0000,-001,
26,0004,0005,-002,-001,0001,
27,0004,0005,-002,-001,0001,
28,0004,0005,-002,-001,0001,
29,-002,0004,-002,0002,-001,
