time,delta0,delta1,delta2,delta3,delta4
0,0024,0021,0038,0050,0040,
1,0054,0041,0069,0100,0083,
2,0054,0041,0073,0103,0094,
3,0054,0041,0089,0128,0113,
4,0054,0041,0089,0128,0113,
5,0054,0041,0084,0123,0105,
6,0054,0049,0084,0123,0105,
7,0053,0049,0084,0123,0105,
8,0015,0011,0041,0067,0038,
9,0013,0011,0034,0044,0034,
10,0013,0011,0033,0041,0028,
11,0013,0011,0014,0014,0005,
12,0013,0011,0014,0014,0005,
13,0013,0010,0014,0014,0005,
14,0002,-003,0006,0002,-005,
15,0002,-003,0006,0002,-005,
16,0002,-003,0006,0002,-005,
17,0002,-002,0001,-002,-001,
18,0002,-002,0001,-002,-001,
19,0002,-002,0001,-002,-001,
20,-001,-002,0001,0006,-009,
21,-001,-002,0001,0006,-009,
22,-001,-002,0001,0006,-009,
23,0002,0004,-002,0002,-007,
24,0002,0004,-002,0002,-007,
25,0002,0004,-002,0002,-007,
26,0001,-002,0001,0005,-007,
27,0001,-002,0001,0005,-007,
28,0001,-002,0001,0005,-007,
29,0002,0003,-001,0000,-005,
