time,delta0,delta1,delta2,delta3,delta4
0,0008,0012,0026,0029,0019,
1,0017,0020,0035,0045,0045,
2,0029,0028,0048,0070,0058,
3,0037,0029,0057,0080,0058,
4,0037,0033,0062,0087,0070,
5,0037,0033,0061,0087,0070,
6,0036,0033,0061,0087,0070,
7,0021,0017,0041,0047,0042,
8,0020,0017,0036,0047,0041,
9,0020,0017,0033,0044,0041,
10,0008,0005,0016,0014,0012,
11,0006,0005,0016,0014,0012,
12,0006,0005,0016,0013,0012,
13,-002,0004,0000,0005,0001,
14,-002,0004,0000,0005,0001,
15,-002,0004,0000,0005,0001,
16,-005,0001,-001,-001,-002,
17,-005,0001,-001,-001,-002,
18,-005,0001,-001,-001,-002,
19,-005,-001,-002,0001,-001,
20,-005,-001,-002,0001,-001,
21,-005,-001,-002,0001,-001,
22,-003,-003,0004,0001,-006,
23,-003,-003,0004,0001,-006,
24,-003,-003,0004,0001,-006,
25,-003,-003,0003,0000,-006,
26,-003,-003,0003,0000,-006,
27,-003,-003,0003,0000,-006,
28,-002,0000,0000,-005,-008,
29,-002,0000,0000,-005,-008,
