time,delta0,delta1,delta2,delta3,delta4
0,0019,0016,0029,0030,0036,
1,0037,0026,0054,0084,0075,
2,0058,0054,0099,0136,0119,
3,0058,0054,0102,0142,0124,
4,0058,0054,0100,0142,0124,
5,0058,0054,0100,0142,0124,
6,0058,0054,0071,0102,0075,
7,0031,0024,0058,0083,0062,
8,0028,0022,0042,0052,0048,
9,0003,-001,0020,0014,0012,
10,0003,-001,0020,0014,0012,
11,0003,-001,0020,0014,0012,
12,0003,-001,0015,0008,0006,
13,0003,0003,0015,0008,0006,
14,0003,0003,0015,0008,0006,
15,0001,0003,0008,0006,0006,
16,0001,0003,0008,0006,0006,
17,0001,0003,0008,0006,0006,
18,0001,0004,0004,0006,0006,
19,0001,0004,0004,0006,0006,
20,0001,0004,0004,0006,0006,
21,0000,0003,0006,0006,0005,
22,0000,0003,0006,0006,0005,
23,0000,0003,0006,0006,0005,
24,0003,-001,0009,0003,0000,
25,0003,-001,0009,0003,0000,
26,0003,-001,0009,0003,0000,
27,0001,0003,0005,0006,0006,
28,0001,0003,0005,0006,0006,
29,0001,0003,0005,0006,0006,
