time,delta0,delta1,delta2,delta3,delta4
0,0016,0014,0027,0039,0035,
1,0031,0024,0044,0070,0058,
2,0037,0031,0049,0079,0062,
3,0062,0049,0083,0117,0111,
4,0076,0076,0098,0148,0131,
5,0076,0076,0111,0161,0146,
6,0076,0076,0114,0170,0151,
7,0076,0076,0114,0170,0151,
8,0062,0060,0101,0149,0128,
9,0048,0048,0091,0137,0115,
10,0041,0035,0071,0110,0090,
11,0012,0006,0032,0043,0030,
12,0012,0006,0029,0031,0026,
13,0012,0006,0028,0029,0022,
14,0012,0006,0011,0016,0006,
15,0012,0006,0011,0016,0006,
16,0012,0006,0011,0016,0006,
17,0003,0000,0016,-001,0001,
18,0003,0000,0013,-001,0001,
19,0003,0000,0013,-001,0001,
20,-001,0007,0002,0006,-003,
21,-001,0007,0002,0006,-003,
22,-001,0007,0002,0006,-003,
23,0002,0000,0006,0003,-001,
24,0002,0000,0006,0003,-001,
25,0002,0000,0006,0003,-001,
26,-002,0002,0003,0006,-003,
27,-002,0002,0003,0006,-003,
28,-002,0002,0003,0006,-003,
29,-002,0000,0001,0001,-003,
