time,delta0,delta1,delta2,delta3,delta4
0,0016,0014,0021,0022,0027,
1,0016,0014,0022,0030,0030,
2,0027,0021,0043,0051,0055,
3,0027,0024,0049,0054,0056,
4,0029,0031,0055,0071,0060,
5,0029,0032,0058,0083,0070,
6,0029,0032,0058,0083,0070,
7,0028,0032,0058,0083,0070,
8,0014,0010,0028,0038,0033,
9,0014,0010,0027,0032,0033,
10,0014,0010,0022,0030,0030,
11,0004,0001,0005,0004,0012,
12,0004,0001,0005,0004,0012,
13,0004,0001,0005,0004,0012,
14,0002,-002,0002,0000,0003,
15,0002,-002,0002,0000,0003,
16,0002,-002,0002,0000,0003,
17,0007,0003,0000,-001,0000,
18,0007,0003,0000,-001,0000,
19,0007,0003,0000,-001,0000,
20,0005,0001,-001,0001,-001,
21,0005,0001,-001,0001,-001,
22,0005,0001,-001,0001,-001,
23,0001,-003,-001,0000,0002,
24,0001,-003,-001,0000,0002,
25,0001,-003,-001,0000,0002,
26,0001,0000,0000,0002,0005,
27,0001,0000,0000,0002,0005,
28,0001,0000,0000,0002,0005,
29,0000,-001,0005,0003,-002,
