time,delta0,delta1,delta2,delta3,delta4
0,0028,0020,0037,0051,0054,
1,0028,0020,0037,0059,0055,
2,0072,0058,0080,0118,0117,
3,0073,0064,0089,0131,0121,
4,0073,0064,0094,0138,0126,
5,0073,0064,0118,0163,0160,
6,0073,0064,0123,0163,0160,
7,0081,0083,0121,0161,0147,
8,0081,0083,0121,0161,0136,
9,0044,0041,0074,0106,0082,
10,0033,0026,0050,0066,0061,
11,0033,0026,0042,0064,0049,
12,0033,0026,0023,0032,0024,
13,0033,0026,0023,0032,0024,
14,0033,0026,0023,0021,0012,
15,0007,0002,0016,0011,0005,
16,0007,0002,0016,0011,0005,
17,0007,0003,0006,-001,0000,
18,0007,0003,0006,-001,0000,
19,0007,0003,0006,-001,0000,
20,-001,0004,0003,0004,-002,
21,-001,0004,0003,0004,-002,
22,-001,0004,0003,0004,-002,
23,0002,0004,0005,0002,-001,
24,0002,0004,0005,0002,-001,
25,0002,0004,0005,0002,-001,
26,0002,0001,0000,0001,0002,
27,0002,0001,0000,0001,0002,
28,0002,0001,0000,0001,0002,
29,0002,-003,-001,-002,0002,
