time,delta0,delta1,delta2,delta3,delta4
0,0019,0011,0026,0035,0031,
1,0024,0014,0035,0042,0039,
2,0051,0027,0055,0082,0074,
3,0051,0037,0069,0095,0074,
4,0048,0041,0069,0095,0075,
5,0042,0037,0060,0088,0071,
6,0031,0024,0053,0070,0060,
7,0012,0009,0024,0037,0028,
8,0008,0007,0018,0023,0022,
9,0005,0007,0012,0015,0020,
10,0005,0000,0002,0006,0009,
11,0006,-001,0002,0006,0009,
12,0006,-001,0002,0006,0009,
13,-001,-003,0003,0003,0001,
14,-001,-004,0001,0002,0001,
15,-001,-004,0001,0002,0001,
16,0001,-004,0001,-002,0002,
17,0001,-002,0001,-002,0002,
18,0001,-002,0001,-002,0002,
19,0004,-002,0000,-001,0002,
20,-001,-003,0000,-001,0002,
21,-001,-003,0000,-001,0002,
22,-001,-003,-002,0000,0000,
23,-001,-001,-002,0000,0000,
24,-001,-001,-002,0000,0000,
25,-001,-001,0000,0000,0000,
26,-001,-001,0000,0001,0000,
27,-001,-001,0000,0001,0000,
28,0005,-003,-003,-001,0002,
29,0002,-003,-003,-001,0002,
