time,delta0,delta1,delta2,delta3,delta4
0,0008,0005,0017,0020,0031,
1,0012,0011,0017,0021,0031,
2,0020,0017,0035,0049,0055,
3,0035,0022,0046,0077,0067,
4,0045,0031,0062,0095,0081,
5,0057,0054,0083,0116,0112,
6,0060,0057,0084,0125,0117,
7,0060,0057,0086,0129,0120,
8,0060,0057,0086,0125,0121,
9,0060,0057,0086,0119,0121,
10,0046,0037,0079,0112,0094,
11,0036,0031,0060,0102,0084,
12,0025,0011,0043,0064,0056,
13,0008,0004,0023,0025,0029,
14,0008,0004,0021,0024,0023,
15,0008,0004,0020,0018,0020,
16,0008,0004,0019,0013,0017,
17,0006,0000,0013,0006,0011,
18,0000,-003,0010,0003,0010,
19,0000,-003,0007,0003,0010,
20,0003,0000,0007,0004,0011,
21,0003,0000,0007,0004,0011,
22,0003,0000,0006,0004,0011,
23,0000,-001,-002,0002,0008,
24,0000,-001,-002,0002,0008,
25,0000,-001,-002,0002,0008,
26,0002,-001,0003,0001,0012,
27,0002,-001,0003,0001,0012,
28,0002,-001,0004,0001,0012,
29,0004,0000,0004,0002,0012,
