time,delta0,delta1,delta2,delta3,delta4
0,0020,0015,0031,0034,0035,
1,0024,0017,0041,0045,0036,
2,0032,0026,0051,0065,0056,
3,0032,0029,0054,0067,0056,
4,0032,0029,0054,0067,0056,
5,0027,0025,0050,0062,0057,
6,0027,0025,0050,0062,0057,
7,0027,0025,0050,0062,0057,
8,0011,0008,0026,0033,0028,
9,0011,0008,0026,0031,0028,
10,0011,0008,0025,0028,0025,
11,0005,0000,0005,0005,0009,
12,0005,0000,0005,0005,0009,
13,0005,0000,0005,0005,0009,
14,0003,-001,0005,0003,0003,
15,0003,-001,0005,0003,0003,
16,0003,-001,0005,0003,0003,
17,0001,0000,0003,0003,0000,
18,0001,0000,0003,0003,0000,
19,0001,0000,0003,0003,0000,
20,0001,0002,0003,0001,0001,
21,0001,0002,0003,0001,0001,
22,0001,0002,0003,0001,0001,
23,0005,0001,-001,-002,-001,
24,0005,0001,-001,-002,-001,
25,0005,0001,-001,-002,-001,
26,0005,0001,0002,0001,0000,
27,0005,0001,0002,0001,0000,
28,0005,0001,0002,0001,0000,
29,0006,0002,-002,0000,-001,
