time,delta0,delta1,delta2,delta3,delta4
0,0014,0009,0024,0034,0024,
1,0021,0019,0038,0048,0041,
2,0021,0019,0044,0053,0041,
3,0021,0019,0044,0053,0041,
4,0018,0014,0030,0042,0031,
5,0018,0014,0030,0036,0031,
6,0018,0014,0030,0036,0031,
7,0001,0001,0001,0003,-007,
8,0001,0001,0001,0003,-007,
9,0001,0001,0001,0003,-007,
10,-006,-004,-006,-003,-008,
11,-006,-004,-006,-003,-008,
12,-006,-004,-006,-003,-008,
13,-001,-005,-003,0001,-011,
14,-001,-005,-003,0001,-011,
15,-001,-005,-003,0001,-011,
16,-003,-002,-005,-006,-007,
17,-003,-002,-005,-006,-007,
18,-003,-002,-005,-006,-007,
19,-003,-004,-002,-002,-014,
20,-003,-004,-002,-002,-014,
21,-003,-004,-002,-002,-014,
22,0002,-003,-009,-001,-013,
23,0002,-003,-009,-001,-013,
24,0002,-003,-009,-001,-013,
25,-002,-004,-002,-001,-012,
26,-002,-004,-002,-001,-012,
27,-002,-004,-002,-001,-012,
28,-002,-005,-008,0000,-011,
29,-002,-005,-008,0000,-011,
