delta0,delta1,delta2,delta3,delta4
4,-2,0,3,-1
4,-2,0,3,-1
-6,-4,3,2,-2
-6,-4,3,2,-2
-6,-4,3,1,-2
-2,0,3,1,1
-2,0,3,1,1
-2,0,7,1,1
6,-2,4,2,2
6,-2,8,2,2
5,-2,7,5,2
5,1,7,9,6
5,1,7,12,7
7,1,10,12,7
7,5,14,19,20
7,5,14,19,20
7,9,14,20,20
8,9,16,24,26
8,9,16,27,26
8,9,16,30,26
11,10,18,33,37
11,12,18,33,42
11,15,18,39,50
14,14,21,51,68
14,14,24,52,69
12,14,24,52,72
12,14,25,64,84
12,14,24,64,84
13,14,28,64,84
12,15,30,76,91
12,15,30,81,91
12,15,32,81,91
16,16,27,97,90
16,16,29,103,89
9,9,29,106,86
9,9,32,118,84
9,9,32,118,83
9,9,32,118,79
14,17,36,128,77
14,17,39,135,72
14,17,39,137,63
13,17,47,137,61
13,17,49,137,53
13,14,49,139,50
16,14,63,131,46
16,14,65,129,45
16,20,77,110,36
19,15,90,110,36
19,20,98,103,36
19,20,108,101,37
23,25,131,95,41
23,25,144,91,41
23,26,144,79,41
26,37,122,79,48
26,37,76,65,48
14,35,42,43,30
14,35,36,39,26
14,35,29,32,22
14,35,29,27,20
13,12,22,20,13
7,4,18,18,5
4,-1,15,9,5
4,-2,14,6,3
4,-5,14,4,3
4,-5,6,4,3
-2,-1,6,7,1
0,-1,3,7,1
