delta0,delta1,delta2,delta3,delta4
18,19,33,23,27
18,19,33,23,27
18,19,32,23,27
22,25,32,29,28
22,25,32,29,28
24,23,33,29,28
21,23,33,29,30
21,23,33,29,30
21,26,33,29,30
22,21,33,30,32
22,21,33,30,32
22,21,37,32,32
22,26,37,35,36
22,26,37,35,36
22,26,38,36,36
26,29,43,38,40
26,29,43,38,40
26,32,43,42,40
30,41,49,54,48
30,41,49,54,48
30,41,52,56,48
36,43,65,64,54
36,43,68,64,54
36,47,71,64,54
38,46,100,85,67
38,46,125,92,67
38,46,137,96,69
38,46,166,114,71
38,46,180,128,71
38,46,180,129,71
35,42,172,181,75
35,42,131,181,75
35,42,84,167,75
38,35,77,164,88
38,35,63,146,88
27,17,52,127,92
27,17,48,121,108
27,17,48,113,108
27,17,46,99,110
27,17,46,91,117
27,17,46,87,117
27,17,48,82,110
27,17,48,74,102
27,18,48,74,91
30,24,36,46,53
30,24,36,44,48
30,24,36,44,48
30,24,37,37,40
30,24,33,33,40
24,24,33,33,40
24,21,33,31,32
23,21,29,30,32
23,21,29,30,32
