delta0,delta1,delta2,delta3,delta4
11,4,5,9,7
11,4,5,9,7
11,4,5,9,7
6,8,7,13,13
6,8,7,13,13
6,8,7,13,13
11,5,11,11,12
11,5,11,11,12
11,5,11,11,12
8,6,12,14,14
8,6,12,14,14
8,6,12,14,14
10,6,14,17,17
10,6,14,17,17
10,6,14,17,17
13,14,14,27,28
13,14,14,27,28
13,14,14,27,28
20,12,20,31,40
20,12,20,31,40
20,12,20,31,40
25,17,24,47,69
25,17,24,47,69
25,17,24,47,69
26,15,29,65,100
26,15,29,65,100
26,15,29,65,100
35,28,30,67,115
35,28,30,67,115
35,28,30,67,115
35,28,32,75,121
29,14,32,75,121
29,14,32,75,121
32,15,30,97,130
32,15,30,97,130
32,15,30,97,130
28,15,33,124,114
28,15,33,124,114
28,15,33,128,110
26,19,42,151,88
26,19,42,151,88
26,19,42,151,88
26,19,45,169,73
26,19,45,169,73
26,19,45,169,73
26,19,58,169,64
26,19,58,169,64
-2,-8,58,169,64
-2,-8,66,163,60
-2,-8,66,163,60
-2,-8,66,163,60
31,19,88,162,50
31,19,88,162,50
31,19,88,157,50
31,19,120,142,51
31,19,120,142,51
31,19,125,131,51
31,23,158,110,54
31,23,158,110,54
31,23,161,91,54
39,35,136,79,55
39,35,124,79,55
37,35,64,63,55
37,43,63,55,39
37,43,49,55,39
37,43,43,51,39
37,43,31,28,22
24,20,31,28,22
24,17,31,26,22
12,8,15,12,9
12,8,15,12,9
12,8,15,12,9
6,0,16,8,2
6,0,16,8,2
6,0,16,8,2
5,2,13,7,3
5,2,13,7,3
5,2,13,7,3
3,5,6,7,6
3,5,6,7,6
3,5,6,7,6
1,2,10,9,5
1,2,10,9,5
1,2,10,9,5
2,7,5,11,7
2,7,5,11,7
2,7,5,11,7
4,7,4,10,7
4,7,4,10,7
4,7,4,10,7
4,1,5,7,3
