delta0,delta1,delta2,delta3,delta4
20,24,30,25,29
20,24,30,25,29
20,23,30,25,29
20,22,36,33,33
20,22,36,33,33
20,22,36,33,33
23,22,34,30,32
23,22,34,30,32
24,25,34,30,32
26,29,37,35,33
26,29,37,35,33
26,31,37,35,35
25,31,47,43,44
25,31,47,43,44
25,33,47,44,45
30,39,51,53,49
30,39,51,53,49
30,39,55,53,49
36,45,62,65,55
36,45,72,66,55
36,42,87,72,57
36,41,107,100,68
36,41,109,127,68
36,41,111,130,70
36,41,109,160,72
36,41,97,161,72
36,41,80,175,72
36,41,77,163,82
33,37,66,163,82
33,34,52,126,87
35,34,47,106,101
35,34,46,86,101
31,30,46,65,77
31,30,41,54,69
31,30,41,50,62
31,30,39,47,50
31,30,34,39,43
21,28,34,39,43
21,24,31,34,34
20,23,31,31,30
20,23,31,31,30
20,19,31,28,30
16,19,31,28,28
16,19,31,28,28
16,20,31,24,28
