delta0,delta1,delta2,delta3,delta4
22,22,31,26,29
20,22,31,28,26
20,22,31,28,26
20,22,31,29,26
21,19,32,29,29
21,19,32,29,29
20,19,32,30,29
20,19,31,24,31
20,19,31,24,31
21,19,31,24,31
24,21,33,27,31
24,21,33,27,31
23,21,36,31,31
23,24,37,31,31
23,24,37,31,31
23,24,37,31,31
23,28,39,36,38
23,28,39,36,38
25,28,41,38,40
25,33,44,39,44
25,33,44,39,44
31,33,47,39,45
31,39,53,53,47
31,39,53,53,47
34,39,56,53,47
34,44,66,67,58
34,44,73,67,58
36,44,74,70,58
37,45,98,86,58
37,45,98,98,58
34,43,93,101,64
34,43,88,143,76
34,43,88,150,76
34,43,78,151,76
34,43,73,168,87
34,37,70,168,87
39,37,62,168,93
35,38,55,160,130
35,38,55,126,130
34,38,45,85,111
31,33,45,78,106
31,33,45,61,80
22,16,37,45,50
22,16,36,44,44
22,16,36,44,44
22,16,36,37,40
22,21,33,34,33
20,21,33,34,33
20,21,31,34,33
18,18,29,30,28
18,18,29,30,28
18,18,29,29,28
21,18,33,29,27
21,18,33,29,27
21,18,33,30,27
16,19,33,28,28
16,19,33,28,28
16,19,33,28,28
