delta0,delta1,delta2,delta3,delta4
3,-4,8,8,4
3,-4,8,8,4
-2,-1,6,10,8
-2,-1,6,10,8
-2,-1,6,10,8
1,0,9,7,8
1,0,9,7,8
1,0,9,7,8
7,1,11,13,10
7,1,11,13,10
7,1,11,13,10
4,2,12,19,24
4,2,12,19,24
4,2,12,19,24
6,8,17,31,39
6,8,17,31,39
6,8,17,31,39
6,7,18,42,57
6,7,18,42,57
6,7,18,42,57
9,6,20,54,68
9,6,20,54,68
9,6,20,54,68
11,8,25,69,69
11,8,25,69,69
11,8,25,69,69
9,8,24,82,73
9,8,25,84,73
9,8,25,84,73
13,10,33,109,69
13,10,33,109,69
13,10,33,109,69
13,10,29,111,60
13,10,31,111,60
13,10,31,111,60
14,7,44,123,41
14,7,44,123,41
14,7,44,123,41
12,9,52,118,36
12,9,59,118,36
12,9,59,118,36
11,5,80,109,35
11,5,80,109,35
11,5,80,109,35
13,15,109,97,27
13,15,110,89,27
13,15,110,82,27
16,22,110,69,34
16,22,101,59,34
16,22,91,59,34
16,22,79,52,29
16,22,76,52,29
16,22,58,52,29
16,33,49,34,21
16,33,38,27,21
16,29,37,27,21
5,6,21,12,10
5,6,21,12,10
5,6,21,12,10
0,-3,15,7,-1
0,-3,15,7,-1
0,-3,15,7,-1
-5,-3,8,-1,-3
