delta0,delta1,delta2,delta3,delta4
1,2,13,8,7
3,2,13,7,1
2,2,13,7,1
2,2,13,7,1
2,6,11,11,8
5,3,11,11,8
5,3,11,11,8
6,1,12,7,4
6,1,12,7,4
6,1,12,7,4
6,3,12,11,10
9,3,13,11,10
9,3,13,11,10
9,6,14,12,13
10,6,14,12,13
10,6,14,12,13
10,8,13,19,15
8,8,13,19,15
8,8,13,19,15
8,13,15,24,22
13,14,15,24,22
13,14,15,24,22
15,10,16,29,30
15,10,16,29,30
15,10,16,29,30
15,14,19,35,36
20,14,19,35,36
20,14,19,35,36
17,12,23,46,51
17,12,23,46,51
17,12,23,46,51
18,17,28,49,62
19,17,27,49,62
19,17,27,49,62
19,18,24,52,65
19,19,24,52,65
19,19,24,52,65
26,15,24,54,66
20,15,24,54,66
20,15,24,54,66
20,15,25,61,75
23,15,25,61,75
23,15,25,61,75
19,18,29,71,81
19,20,29,73,81
19,20,29,73,81
21,18,30,79,71
21,18,28,79,71
21,18,28,80,71
22,17,28,91,66
23,17,35,91,66
23,17,35,91,66
21,16,36,101,59
21,16,42,104,59
21,16,42,104,59
21,16,43,107,56
21,16,43,107,56
21,16,43,107,56
23,19,50,103,46
23,19,50,103,46
23,19,54,103,46
27,18,60,86,38
26,18,70,86,38
26,18,70,86,38
25,17,68,67,35
25,17,67,67,35
25,17,67,67,35
25,17,65,64,37
25,17,65,64,37
25,17,65,64,37
26,18,63,55,33
28,18,62,55,33
28,18,62,55,33
24,25,50,52,37
23,25,47,49,35
23,25,46,49,35
23,21,32,29,23
17,18,29,29,22
17,18,29,29,22
9,9,15,17,14
9,9,15,17,14
9,9,15,17,14
9,1,15,5,3
9,1,15,5,3
9,1,15,5,3
8,2,14,9,3
8,2,14,9,3
8,2,14,9,3
7,0,10,7,2
6,0,10,7,2
6,0,10,7,2
6,4,6,6,7
10,4,6,6,7
10,4,6,6,7
