delta0,delta1,delta2,delta3,delta4
13,15,20,18,19
11,10,22,15,15
11,10,22,15,15
10,10,22,15,15
11,13,21,16,15
11,13,21,18,15
11,13,21,18,15
13,15,14,20,20
13,13,14,13,17
13,13,14,13,17
14,9,15,13,15
15,9,15,15,15
15,9,17,15,15
15,10,20,13,16
13,10,22,13,16
13,10,22,13,16
13,12,22,13,17
13,16,22,16,17
14,16,22,16,17
15,18,20,24,25
15,16,20,25,24
15,16,19,25,24
20,15,22,26,24
19,15,22,26,29
19,15,22,26,29
19,18,26,26,29
21,18,26,33,36
21,18,26,33,36
25,14,26,33,36
26,14,30,35,44
26,18,30,35,44
26,20,33,44,54
26,22,33,50,57
26,22,34,50,57
28,20,35,54,65
28,20,40,58,70
31,20,40,58,77
32,24,39,59,78
34,24,39,71,95
34,24,39,71,103
32,19,39,72,106
32,19,39,76,113
32,19,39,82,113
32,19,39,84,118
35,24,43,84,122
35,24,43,92,123
35,23,43,94,131
37,23,43,110,132
37,23,43,120,132
35,28,46,122,120
35,29,49,141,117
35,29,51,146,109
40,24,51,153,94
36,24,55,158,91
40,24,61,158,84
36,29,61,159,76
38,31,72,154,70
38,31,83,154,70
38,31,85,150,70
38,31,89,148,69
38,31,95,147,69
31,26,106,136,67
31,26,114,133,67
31,26,119,133,67
31,26,125,125,68
37,32,131,117,69
39,32,131,110,69
41,36,130,100,68
42,36,129,95,68
42,40,119,93,68
43,44,98,76,63
43,46,83,74,63
47,46,75,74,63
47,46,59,61,55
47,46,56,60,55
47,46,50,60,55
35,30,49,47,45
34,26,42,45,37
29,26,39,39,37
19,19,32,34,30
19,18,32,31,30
19,17,32,31,30
16,13,27,24,21
16,13,27,24,21
16,13,27,24,21
15,14,22,20,17
15,14,22,20,17
15,14,22,20,17
14,10,21,18,17
14,10,21,18,17
14,10,21,18,17
12,11,20,16,13
12,11,20,16,13
12,11,20,16,13
14,7,19,16,13
14,7,19,16,13
14,7,19,16,13
15,9,20,13,15
17,9,20,13,15
17,9,20,13,15
