delta0,delta1,delta2,delta3,delta4
11,8,19,16,9
9,7,20,14,12
9,7,20,14,12
9,7,20,14,12
10,13,21,15,12
10,13,21,15,12
10,13,21,15,12
12,6,25,15,18
12,6,25,15,18
12,6,25,15,18
11,18,16,19,16
11,18,16,19,16
11,18,16,19,16
13,11,19,19,15
13,11,19,19,15
13,11,19,19,15
14,8,25,18,16
14,8,25,18,16
14,8,25,18,16
18,13,30,20,23
18,13,30,20,23
18,13,30,20,23
20,17,31,26,29
20,17,31,26,29
20,17,31,26,29
22,21,38,34,31
22,21,38,34,31
22,21,38,34,31
27,28,44,41,36
27,28,44,41,36
27,28,44,41,36
27,32,67,57,44
27,32,67,57,44
27,32,67,57,44
31,29,90,101,52
31,29,90,101,52
31,29,89,110,52
31,29,79,139,55
31,29,79,139,55
31,29,77,139,55
24,27,55,158,91
24,27,55,158,91
24,27,54,105,93
24,23,38,103,92
24,23,38,73,92
6,4,38,64,76
6,4,31,39,54
6,4,31,39,54
6,4,31,39,47
21,15,27,30,30
21,15,27,30,30
21,15,27,30,30
15,10,21,23,16
15,10,21,23,16
15,10,21,23,16
12,8,20,15,18
12,8,20,15,18
12,8,20,15,18
10,7,21,13,12
10,7,21,13,12
10,7,21,13,12
10,13,19,19,16
10,13,19,19,16
10,13,19,19,16
