delta0,delta1,delta2,delta3,delta4
-3,-4,1,1,-3
-3,-3,1,1,-7
-3,-3,1,1,-7
-3,-3,1,1,-7
-4,-5,-2,-3,-5
-4,-5,-2,-3,-5
-6,-7,-2,-3,-5
-7,-7,-3,1,-3
-7,-7,-3,1,-3
-7,-9,-3,1,-3
-5,-9,1,2,-9
-5,-9,1,2,-9
-5,-7,3,1,-9
-3,-7,-5,1,-2
-3,-7,-5,1,-2
-3,-7,-5,1,-1
-3,-3,0,-1,-2
-3,-3,0,-1,-2
-3,-3,0,-1,-2
-3,-5,4,6,2
-2,-5,4,6,2
-2,-5,4,7,2
-2,-1,6,12,6
-2,-1,6,12,6
-2,-1,7,14,6
5,1,8,15,14
5,1,8,15,14
5,0,8,15,14
4,0,16,25,28
4,0,16,25,28
4,4,16,28,30
7,8,17,31,55
7,8,17,34,57
7,9,21,36,57
9,15,22,53,83
9,15,22,58,86
9,12,22,60,91
9,12,22,75,108
9,15,22,75,108
9,15,22,80,110
9,15,23,87,116
9,15,23,87,116
9,8,23,88,111
9,4,28,100,97
9,4,28,105,97
11,4,28,107,84
11,8,31,123,71
11,8,31,131,71
11,8,35,136,71
11,8,30,138,56
11,8,30,138,56
5,-4,30,138,56
5,-4,36,143,43
5,-4,36,144,43
5,-4,36,144,43
10,5,47,144,28
10,5,50,143,25
10,5,55,135,25
10,4,87,134,20
10,4,96,119,20
10,4,113,105,20
9,9,138,105,22
9,10,138,83,22
9,10,123,73,22
20,27,122,65,28
20,27,104,60,28
20,27,92,60,28
20,27,88,54,26
16,38,70,54,26
15,38,40,39,26
13,40,37,26,12
13,40,34,24,12
12,15,28,23,12
3,10,17,7,-4
3,3,16,7,-4
3,0,15,7,-4
-1,-7,10,5,-9
-1,-7,10,5,-9
-1,-7,9,5,-9
-4,-5,-1,2,-10
