delta0,delta1,delta2,delta3,delta4
-2,1,3,3,5
0,1,4,3,5
0,1,4,3,5
0,2,5,6,4
2,2,6,6,4
2,2,6,6,4
2,4,8,16,11
2,6,11,16,13
4,6,11,16,13
4,10,15,21,21
7,10,16,26,28
7,10,16,26,28
9,11,16,31,34
9,11,17,31,36
9,11,17,31,36
9,17,17,36,36
9,17,20,40,53
10,17,20,40,53
10,17,21,41,53
12,19,26,41,62
13,19,26,42,62
13,20,30,54,71
14,19,29,54,80
14,19,29,54,83
14,19,29,62,86
15,26,30,62,100
15,26,30,66,103
15,26,32,74,114
15,26,24,76,120
15,26,27,76,120
15,14,27,81,130
20,14,33,90,135
20,14,34,99,135
20,16,35,100,117
20,16,35,116,117
20,16,35,131,117
20,21,39,132,101
21,14,40,149,97
21,14,42,158,88
21,14,42,159,81
21,13,49,172,79
21,15,49,172,68
14,15,54,172,65
14,15,63,176,59
14,15,63,176,59
14,15,66,172,58
22,19,72,172,54
22,19,72,172,54
22,19,77,172,54
22,19,85,168,48
19,19,97,163,48
19,21,109,153,48
23,24,130,152,47
23,24,142,134,47
23,26,150,115,47
28,28,158,111,51
28,28,158,94,51
32,28,136,77,51
27,39,113,75,51
27,39,83,69,51
27,39,71,66,50
27,39,69,64,43
27,39,52,62,42
19,35,51,41,32
19,33,38,39,26
12,19,30,27,22
9,11,25,16,11
4,5,23,13,9
4,5,17,13,9
4,5,15,10,5
0,1,7,10,4
0,1,6,10,4
