delta0,delta1,delta2,delta3,delta4
18,19,32,26,28
18,19,32,26,28
18,22,32,26,28
18,20,33,26,31
18,20,33,26,31
24,20,31,26,31
23,25,31,31,31
23,25,31,31,31
23,24,34,33,31
23,24,36,34,30
23,24,36,34,30
24,27,36,34,30
27,27,38,36,39
27,27,38,36,39
27,31,40,40,43
27,33,42,42,44
27,33,42,42,44
33,33,46,42,46
33,41,46,58,52
33,41,55,58,52
38,41,56,58,54
40,48,60,64,54
40,48,68,64,54
39,50,76,73,60
39,47,101,84,66
40,47,110,88,66
40,47,113,95,66
40,47,124,106,71
40,47,124,107,71
40,43,113,109,71
38,39,112,132,73
38,39,88,140,73
35,36,71,149,76
35,36,65,162,96
35,36,65,162,114
35,36,63,156,118
35,36,59,155,155
35,36,59,138,160
35,36,57,110,170
35,36,53,105,160
35,36,53,89,158
35,34,46,63,98
29,31,43,59,72
27,31,42,53,47
27,31,41,41,43
27,31,37,34,38
27,31,37,34,38
23,28,32,34,38
23,21,32,27,33
23,21,32,27,33
22,21,33,27,31
21,20,29,27,24
21,20,29,27,24
16,20,29,25,24
16,20,32,25,28
16,20,32,25,28
