delta0,delta1,delta2,delta3,delta4
9,12,20,15,19
9,12,20,15,19
9,12,20,15,19
7,6,19,18,20
7,6,19,18,20
7,6,19,18,20
10,6,16,25,19
10,6,16,25,19
10,6,16,25,19
9,9,18,28,20
9,9,18,29,20
12,9,18,29,20
12,9,18,30,22
12,9,18,30,22
12,9,18,30,22
14,16,24,35,32
14,16,24,35,32
14,16,24,35,32
14,12,23,35,36
14,12,23,37,36
14,12,23,37,36
13,16,30,39,51
13,16,30,51,53
18,16,30,51,53
25,19,30,51,67
25,19,30,58,67
25,19,30,58,67
23,19,31,61,82
23,19,31,62,82
26,19,31,62,82
26,21,35,69,93
26,21,35,69,93
26,21,35,69,93
25,18,32,78,100
25,18,32,79,100
25,18,32,79,100
21,16,31,86,100
21,16,31,90,100
34,27,32,90,100
34,27,36,94,99
34,25,36,96,99
26,19,36,104,99
23,17,36,106,100
23,17,36,111,100
23,17,36,111,100
23,17,37,120,93
25,19,37,127,93
29,19,44,127,93
29,22,46,135,84
29,22,46,142,84
28,22,47,147,84
27,21,59,153,70
27,21,59,156,70
27,21,61,156,70
32,28,73,154,66
32,28,78,152,66
32,28,87,152,66
29,24,89,133,65
29,24,101,128,63
31,24,107,126,63
34,30,113,110,61
34,33,118,107,61
34,33,118,101,61
38,36,121,87,65
38,36,117,87,65
38,36,116,87,65
37,44,90,75,64
36,45,83,75,64
36,45,78,75,64
36,45,59,62,56
36,45,59,62,56
36,45,51,62,56
28,35,42,46,40
28,35,40,43,37
28,29,38,43,37
16,16,29,29,20
16,16,29,26,20
11,16,29,26,20
10,9,21,15,17
10,9,21,15,17
10,9,21,15,17
11,5,17,10,9
11,5,17,10,9
11,5,17,10,9
11,13,15,14,11
11,13,15,13,11
11,13,15,13,11
