delta0,delta1,delta2,delta3,delta4
4,1,5,7,3
4,1,5,7,3
0,5,6,7,3
0,5,6,7,3
0,5,6,7,3
4,2,11,10,6
4,2,11,10,6
4,2,11,10,6
6,6,8,12,14
6,6,8,12,14
6,6,8,12,14
10,7,5,10,14
10,7,5,10,14
10,7,5,10,14
8,7,14,15,17
8,7,14,15,17
8,7,14,15,17
15,10,13,19,21
15,10,13,19,21
15,10,13,19,21
20,13,13,27,29
20,13,13,27,29
20,13,13,27,29
18,14,23,39,48
18,14,23,39,48
18,14,23,39,48
21,18,27,54,72
21,18,27,54,72
21,18,27,54,72
25,18,26,62,89
25,18,26,62,89
25,18,26,62,89
28,18,30,73,110
28,18,30,73,110
28,18,30,73,110
28,18,32,81,120
28,18,32,81,120
28,18,32,81,120
31,16,31,101,123
31,16,31,101,123
31,16,31,101,123
26,18,38,129,127
35,25,49,134,129
34,25,47,154,127
34,25,47,154,124
34,28,47,160,108
38,24,49,173,101
38,24,49,173,100
38,24,49,173,89
38,23,59,173,78
38,23,59,173,78
39,23,59,173,78
36,25,71,173,72
36,30,71,173,72
36,30,73,173,68
36,30,76,173,68
36,30,78,173,68
31,16,80,169,67
31,16,92,168,66
31,16,92,168,66
31,16,99,168,66
33,26,108,161,61
33,26,109,161,61
33,26,110,161,61
38,33,126,164,67
38,33,129,164,67
38,33,131,158,62
38,33,154,152,62
38,33,171,152,62
38,32,174,138,66
41,32,198,128,67
41,32,204,121,67
41,36,204,106,69
44,37,195,102,74
44,40,160,98,74
44,49,114,76,67
42,51,81,75,67
42,65,65,72,67
42,65,56,60,57
42,65,48,60,55
42,65,48,59,55
31,34,33,41,33
30,29,33,37,29
22,15,28,33,24
20,12,23,22,19
18,12,21,14,19
18,12,21,14,19
13,11,16,14,18
13,7,14,15,10
13,7,14,15,10
13,7,14,13,10
14,10,16,12,14
14,10,16,9,14
14,8,14,9,14
12,8,14,13,12
12,8,14,13,12
12,8,16,12,9
10,9,15,11,8
9,9,15,11,8
